killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,killer_controlling_bot,is_trade_kill,match_checksum,tournament
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,yxngstxr,76561199137143905,3,HEROIC,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,tN1R,76561198872013168,3,HEROIC,AWP,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Maka,76561198045739761,2,3DMAX,AWP,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,xfl0ud,76561198178209109,3,HEROIC,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,SunPayus,76561198309839541,3,HEROIC,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,LNZ,76561198104626893,3,HEROIC,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Djoko,76561198047876970,2,3DMAX,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,SunPayus,76561198309839541,3,HEROIC,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Maka,76561198045739761,2,3DMAX,M4A1,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,M4A1,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Maka,76561198045739761,3,3DMAX,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Lucky,76561198031890115,3,3DMAX,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,SunPayus,76561198309839541,2,HEROIC,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,LNZ,76561198104626893,2,HEROIC,AWP,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,xfl0ud,76561198178209109,2,HEROIC,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,SunPayus,76561198309839541,2,HEROIC,M4A1,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,1,0,1,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Maka,76561198045739761,3,3DMAX,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,yxngstxr,76561199137143905,2,HEROIC,M4A1,1,0,1,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,tN1R,76561198872013168,2,HEROIC,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,yxngstxr,76561199137143905,2,HEROIC,AK-47,0,0,1,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Djoko,76561198047876970,3,3DMAX,AWP,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,SunPayus,76561198309839541,2,HEROIC,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,xfl0ud,76561198178209109,2,HEROIC,M4A1,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,0,0,1,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Maka,76561198045739761,3,3DMAX,AK-47,1,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,3,3DMAX,AK-47,0,0,0,1229e6b33a7c388f,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,tN1R,76561198872013168,3,Team A,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Djoko,76561198047876970,2,Team B,Dual Berettas,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,xfl0ud,76561198178209109,3,Team A,Glock-18,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Maka,76561198045739761,2,Team B,USP-S,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Ex3rcice,76561198168198200,2,Team B,USP-S,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Graviti,76561198179538505,2,Team B,USP-S,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,3,Team A,Glock-18,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,LNZ,76561198104626893,3,Team A,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,SunPayus,76561198309839541,3,Team A,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,3,Team A,MAC-10,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,SunPayus,76561198309839541,3,Team A,MAC-10,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,xfl0ud,76561198178209109,3,Team A,Galil AR,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Djoko,76561198047876970,2,Team B,Desert Eagle,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Ex3rcice,76561198168198200,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,tN1R,76561198872013168,3,Team A,Galil AR,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,yxngstxr,76561199137143905,3,Team A,MAC-10,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,xfl0ud,76561198178209109,3,Team A,HE Grenade,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,SunPayus,76561198309839541,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,LNZ,76561198104626893,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Lucky,76561198031890115,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,xfl0ud,76561198178209109,3,Team A,M4A1,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Graviti,76561198179538505,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,tN1R,76561198872013168,3,Team A,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,yxngstxr,76561199137143905,3,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Djoko,76561198047876970,2,Team B,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,3,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,tN1R,76561198872013168,3,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Maka,76561198045739761,2,Team B,AWP,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Djoko,76561198047876970,2,Team B,Five-SeveN,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,xfl0ud,76561198178209109,3,Team A,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Graviti,76561198179538505,2,Team B,AWP,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Lucky,76561198031890115,2,Team B,Five-SeveN,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Ex3rcice,76561198168198200,2,Team B,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Ex3rcice,76561198168198200,2,Team B,M4A4,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,SunPayus,76561198309839541,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Djoko,76561198047876970,2,Team B,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Lucky,76561198031890115,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,xfl0ud,76561198178209109,3,Team A,AWP,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Graviti,76561198179538505,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Djoko,76561198047876970,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,tN1R,76561198872013168,3,Team A,Galil AR,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,3,Team A,AWP,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Lucky,76561198031890115,2,Team B,AWP,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Maka,76561198045739761,2,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,yxngstxr,76561199137143905,3,Team A,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Ex3rcice,76561198168198200,2,Team B,AWP,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Ex3rcice,76561198168198200,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Djoko,76561198047876970,2,Team B,HE Grenade,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,yxngstxr,76561199137143905,3,Team A,Tec-9,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Graviti,76561198179538505,2,Team B,M4A1,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Maka,76561198045739761,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,xfl0ud,76561198178209109,3,Team A,Tec-9,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Lucky,76561198031890115,2,Team B,M4A4,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Maka,76561198045739761,2,Team B,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Lucky,76561198031890115,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,xfl0ud,76561198178209109,3,Team A,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,tN1R,76561198872013168,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,SunPayus,76561198309839541,3,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Ex3rcice,76561198168198200,2,Team B,M4A4,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,LNZ,76561198104626893,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,tN1R,76561198872013168,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Djoko,76561198047876970,2,Team B,M4A4,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Graviti,76561198179538505,2,Team B,M4A4,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Lucky,76561198031890115,2,Team B,M4A4,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,LNZ,76561198104626893,3,Team A,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Ex3rcice,76561198168198200,2,Team B,AWP,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,SunPayus,76561198309839541,3,Team A,AWP,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Maka,76561198045739761,2,Team B,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,xfl0ud,76561198178209109,3,Team A,Desert Eagle,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Ex3rcice,76561198168198200,2,Team B,M4A1,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Graviti,76561198179538505,2,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,yxngstxr,76561199137143905,3,Team A,Tec-9,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,xfl0ud,76561198178209109,3,Team A,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Graviti,76561198179538505,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,yxngstxr,76561199137143905,3,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Djoko,76561198047876970,2,Team B,M4A1,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,tN1R,76561198872013168,3,Team A,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Maka,76561198045739761,2,Team B,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Lucky,76561198031890115,2,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,SunPayus,76561198309839541,3,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Ex3rcice,76561198168198200,2,Team B,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Maka,76561198045739761,3,Team B,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,SunPayus,76561198309839541,2,Team A,P2000,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,tN1R,76561198872013168,2,Team A,USP-S,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Lucky,76561198031890115,3,Team B,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,LNZ,76561198104626893,2,Team A,USP-S,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Graviti,76561198179538505,3,Team B,Glock-18,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Ex3rcice,76561198168198200,3,Team B,Glock-18,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Djoko,76561198047876970,3,Team B,Glock-18,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Maka,76561198045739761,3,Team B,Galil AR,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,yxngstxr,76561199137143905,2,Team A,MP9,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,tN1R,76561198872013168,2,Team A,MP9,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Djoko,76561198047876970,3,Team B,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Lucky,76561198031890115,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,SunPayus,76561198309839541,2,Team A,P2000,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Ex3rcice,76561198168198200,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,xfl0ud,76561198178209109,2,Team A,MAC-10,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Graviti,76561198179538505,3,Team B,Galil AR,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Graviti,76561198179538505,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,Team A,Lucky,76561198031890115,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,SunPayus,76561198309839541,2,Team A,Desert Eagle,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Maka,76561198045739761,3,Team B,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,LNZ,76561198104626893,2,Team A,Five-SeveN,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,Team B,xfl0ud,76561198178209109,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,xfl0ud,76561198178209109,2,Team A,MP9,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Graviti,76561198179538505,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Ex3rcice,76561198168198200,3,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,tN1R,76561198872013168,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,SunPayus,76561198309839541,2,Team A,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Maka,76561198045739761,3,Team B,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,2,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,xfl0ud,76561198178209109,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,LNZ,76561198104626893,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,SunPayus,76561198309839541,2,Team A,HE Grenade,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,yxngstxr,76561199137143905,2,Team A,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,tN1R,76561198872013168,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,tN1R,76561198872013168,2,Team A,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,SunPayus,76561198309839541,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Lucky,76561198031890115,3,Team B,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Maka,76561198045739761,3,Team B,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,xfl0ud,76561198178209109,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,LNZ,76561198104626893,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,2,Team A,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Djoko,76561198047876970,3,Team B,Desert Eagle,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,SunPayus,76561198309839541,2,Team A,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,xfl0ud,76561198178209109,2,Team A,AK-47,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,yxngstxr,76561199137143905,2,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,tN1R,76561198872013168,2,Team A,USP-S,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,tN1R,76561198872013168,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Ex3rcice,76561198168198200,3,Team B,AK-47,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Maka,76561198045739761,3,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,2,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,Team A,Lucky,76561198031890115,3,Team B,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Graviti,76561198179538505,3,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Djoko,76561198047876970,3,Team B,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,SunPayus,76561198309839541,2,Team A,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,Team B,tN1R,76561198872013168,2,Team A,M4A4,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Graviti,76561198179538505,3,Team B,AK-47,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,xfl0ud,76561198178209109,2,Team A,AWP,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,LNZ,76561198104626893,2,Team A,AWP,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,Team A,Djoko,76561198047876970,3,Team B,Molotov,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,yxngstxr,76561199137143905,2,Team A,M4A1,1,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,LNZ,76561198104626893,2,Team A,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,tN1R,76561198872013168,2,Team A,M4A1,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,Team B,yxngstxr,76561199137143905,2,Team A,M4A1,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Ex3rcice,76561198168198200,3,Team B,AWP,0,0,1,409bde782d701247,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,Team A,Graviti,76561198179538505,3,Team B,AWP,0,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,Team A,Djoko,76561198047876970,3,Team B,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Maka,76561198045739761,Team B,xfl0ud,76561198178209109,2,Team A,P250,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,Team B,SunPayus,76561198309839541,2,Team A,AK-47,1,0,0,409bde782d701247,BLAST Bounty 2025 Season 1
