name,steamid,score,team_name,kills,assists,deaths,headshots,hs_percentage,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,mvp,rank_type,rank,old_rank,win_count,bomb_planted,bomb_defused,hostage_rescued,health_damage,armor_damage,utility_damage,1v1,1v2,1v3,1v4,1v5,1v1_won,1v2_won,1v3_won,1v4_won,1v5_won,1v1_lost,1v2_lost,1v3_lost,1v4_lost,1v5_lost,first_kill,first_death,trade_kill,trade_death,first_trade_kill,first_trade_death,k_1,k_2,k_3,k_4,k_5,htlv_2,htlv,crosshair_share_code,color,inspect_weapon_count,match_checksum
dev1ce,76561197987713664,6,Team A,1,2,2,1,100,0.5,66.666672,94.0,0.333333,0.666667,21.333334,0,-1,0,0,0,0,1,0,282,64,64,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.848176,0.551116,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,4,0,37b4c80e049802e4
chelo,76561198067763828,3,Team B,1,1,3,1,100,0.333333,66.666672,38.666668,0.333333,1.0,0.0,0,-1,0,0,0,0,0,0,116,6,0,1,2,2,1,1,0,0,0,0,0,1,2,2,1,1,0,2,0,1,0,1,1,0,0,0,0,0.460268,0.278499,CSGO-nXB8v-an9rO-uyYTo-ibEpA-qMh8E,3,0,37b4c80e049802e4
jabbi,76561198120557348,5,Team A,2,2,1,2,100,2.0,100.0,61.333332,0.666667,0.333333,19.333334,0,-1,0,0,0,0,0,0,184,78,58,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1.452721,1.102232,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,2,0,37b4c80e049802e4
Skullz,76561198118646644,10,Team B,2,2,2,1,50,1.0,100.0,121.666664,0.666667,0.666667,0.0,0,-1,0,0,0,1,0,0,365,25,0,1,2,2,1,1,0,0,0,0,0,1,2,2,1,1,0,0,1,0,0,0,2,0,0,0,0,1.468155,0.829615,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,2,0,37b4c80e049802e4
cadiaN,76561198004115516,9,Team A,4,0,0,1,25,4.0,100.0,72.666664,1.333333,0.0,14.0,2,-1,0,0,0,0,1,0,218,29,42,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,1,0,0,2.176429,2.511911,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,0,0,37b4c80e049802e4
stavn,76561198022365638,6,Team A,2,2,3,2,100,0.666667,66.666672,106.0,0.666667,1.0,0.0,0,-1,0,0,0,0,0,0,318,25,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0.997055,0.750352,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,3,0,37b4c80e049802e4
KSCERATO,76561198058500492,3,Team B,1,0,2,0,0,0.5,66.666672,14.333333,0.333333,0.666667,8.0,0,-1,0,0,0,0,0,0,43,26,24,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.526827,0.551116,CSGO-PXGLy-zn3hS-SbLyx-hOUJZ-X3nQD,0,0,37b4c80e049802e4
dev1ce,76561197987713664,39,Astralis,9,7,12,3,33,0.75,60.000004,58.549999,0.45,0.6,7.5,2,-1,0,0,0,2,0,0,1171,172,150,6,8,5,8,5,2,0,1,0,0,4,8,4,8,5,0,2,4,1,0,0,7,1,0,0,0,0.790888,0.732117,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,4,0,693fb6f5fe54ada3
Staehr,76561198005107817,54,Astralis,20,4,13,8,40,1.538462,90.0,91.25,1.0,0.65,9.9,2,-1,0,0,0,1,1,0,1825,407,198,4,6,3,6,3,3,1,2,1,1,1,5,1,5,2,4,1,4,5,0,0,5,3,3,0,0,1.548324,1.469782,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,1,0,693fb6f5fe54ada3
stavn,76561198022365638,37,Astralis,10,4,10,7,70,1.0,65.0,58.700001,0.5,0.5,9.15,2,-1,0,0,0,1,1,0,1174,206,183,5,7,4,7,4,2,0,1,0,0,3,7,3,7,4,1,2,2,3,0,0,4,0,2,0,0,0.909431,1.000693,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,3,0,693fb6f5fe54ada3
KSCERATO,76561198058500492,30,FURIA,10,4,10,4,40,1.0,80.0,65.0,0.5,0.5,19.049999,1,-1,0,0,0,1,0,0,1300,352,381,6,8,5,8,5,3,1,2,1,1,3,7,3,7,4,0,1,2,3,0,1,6,2,0,0,0,1.039091,0.884681,CSGO-PXGLy-zn3hS-SbLyx-hOUJZ-X3nQD,0,0,693fb6f5fe54ada3
chelo,76561198067763828,17,FURIA,3,5,14,3,100,0.214286,70.0,37.799999,0.15,0.7,2.75,1,-1,0,0,0,0,1,0,756,193,55,5,7,4,7,4,2,0,1,0,0,3,7,3,7,4,0,5,0,3,0,1,3,0,0,0,0,0.474934,0.37068,CSGO-nXB8v-an9rO-uyYTo-ibEpA-qMh8E,3,0,693fb6f5fe54ada3
cadiaN,76561198004115516,48,Astralis,11,3,12,4,36,0.916667,75.0,60.0,0.55,0.6,10.1,7,-1,0,0,0,4,0,0,1200,203,202,5,7,4,7,4,3,1,2,1,1,2,6,2,6,3,2,1,2,5,0,0,5,0,2,0,0,0.971536,0.960683,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,0,0,693fb6f5fe54ada3
FalleN,76561197960690195,48,FURIA,15,2,13,2,13,1.153846,85.0,71.75,0.75,0.65,0.05,2,-1,0,0,0,2,0,0,1435,64,1,4,6,3,6,3,2,0,1,0,0,2,6,2,6,3,5,1,1,3,0,1,9,3,0,0,0,1.223377,0.99988,CSGO-yiXm3-VRYV6-PSGrf-ZEyDc-7JNMB,4,0,693fb6f5fe54ada3
yuurih,76561198164970560,63,FURIA,17,4,12,9,52,1.416667,80.0,93.849998,0.85,0.6,4.55,3,-1,0,0,0,3,0,0,1877,342,91,6,8,5,8,5,2,0,1,0,0,4,8,4,8,5,2,1,7,1,0,0,9,2,0,1,0,1.380638,1.269338,CSGO-Jhfkc-4UpR6-DJftC-VfGek-pL3ED,1,0,693fb6f5fe54ada3
Skullz,76561198118646644,50,FURIA,14,5,12,10,71,1.166667,80.0,76.650002,0.7,0.6,5.4,3,-1,0,0,0,2,0,0,1533,117,108,3,5,2,5,2,2,0,1,0,0,1,5,1,5,2,2,3,1,2,0,1,3,4,1,0,0,1.200929,1.11501,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,2,0,693fb6f5fe54ada3
jabbi,76561198120557348,39,Astralis,11,11,12,8,72,0.916667,85.0,75.400002,0.55,0.6,6.4,0,-1,0,0,0,1,0,0,1508,369,128,3,5,2,5,2,2,0,1,0,0,1,5,1,5,2,4,3,3,3,0,0,7,2,0,0,0,1.133666,0.84467,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,2,0,693fb6f5fe54ada3
yuurih,76561198164970560,46,Team B,10,8,11,6,60,0.909091,95.238098,67.85714,0.47619,0.52381,3.571429,1,-1,0,0,0,7,0,0,1425,247,75,6,5,10,6,3,2,1,1,0,0,4,4,9,6,3,1,2,1,1,0,1,8,1,0,0,0,1.144231,0.814931,CSGO-aM2Nb-em5Od-36HRV-nGHFY-5EWzE,4,0,a841aa475f35b827
FalleN,76561197960690195,36,Team B,14,6,13,7,50,1.076923,66.666672,72.190475,0.666667,0.619048,0.571429,2,-1,0,0,0,0,1,0,1516,124,12,4,3,8,4,1,2,1,1,0,0,2,2,7,4,1,1,4,2,2,0,0,8,3,0,0,0,1.053922,0.951426,CSGO-yiXm3-VRYV6-PSGrf-ZEyDc-7JNMB,4,0,a841aa475f35b827
jabbi,76561198120557348,26,Team A,11,5,16,3,27,0.6875,61.904762,73.095238,0.52381,0.761905,5.285714,1,-1,0,0,0,0,0,0,1535,233,111,6,5,10,6,3,2,1,1,0,0,4,4,9,6,3,1,1,2,3,0,0,2,3,1,0,0,0.817706,0.7981,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,3,0,a841aa475f35b827
cadiaN,76561198004115516,45,Team A,16,4,14,6,37,1.142857,57.14286,76.666664,0.761905,0.666667,8.666667,5,-1,0,0,0,3,2,0,1610,162,182,7,6,11,7,4,2,1,1,0,0,5,5,10,7,4,6,1,2,1,0,0,5,4,0,1,0,1.046175,1.199218,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,0,0,a841aa475f35b827
KSCERATO,76561198058500492,40,Team B,16,7,14,9,56,1.142857,85.714287,81.047623,0.761905,0.666667,7.0,1,-1,0,0,0,1,0,0,1702,248,147,8,7,12,8,5,2,1,1,0,0,6,6,11,8,5,2,1,2,2,0,0,5,1,3,0,0,1.282998,1.185407,CSGO-YEU4q-j6mFT-FHNjr-4TUN4-ZRivN,0,0,a841aa475f35b827
Staehr,76561198005107817,18,Team A,5,6,13,1,20,0.384615,66.666672,37.476189,0.238095,0.619048,4.619048,0,-1,0,0,0,1,0,0,787,132,97,4,3,8,4,1,2,1,1,0,0,2,2,7,4,1,0,4,1,2,0,0,5,0,0,0,0,0.572406,0.51049,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,2,0,a841aa475f35b827
chelo,76561198067763828,35,Team B,9,4,13,7,77,0.692308,66.666672,56.380951,0.428571,0.619048,0.142857,4,-1,0,0,0,3,0,0,1184,159,3,4,3,8,4,1,2,1,1,0,0,2,2,7,4,1,1,4,0,1,0,1,5,2,0,0,0,0.788049,0.724877,CSGO-u6bMR-DB7Qo-Aa4WY-hGUN7-RhoUE,4,0,a841aa475f35b827
Skullz,76561198118646644,58,Team B,23,2,11,10,43,2.090909,80.952385,96.190475,1.095238,0.52381,3.380952,5,-1,0,0,0,0,2,0,2020,389,71,8,7,12,8,5,4,3,3,2,2,4,4,9,6,3,4,1,2,1,0,0,5,6,2,0,0,1.637214,1.635985,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,4,0,a841aa475f35b827
dev1ce,76561197987713664,51,Team A,21,2,12,11,52,1.75,76.190475,93.285713,1.0,0.571429,8.619047,2,-1,0,0,0,1,2,0,1959,268,181,8,7,12,8,5,4,3,3,2,2,4,4,9,6,3,3,0,4,1,0,0,6,5,0,0,1,1.485462,1.600335,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,4,0,a841aa475f35b827
stavn,76561198022365638,21,Team A,8,6,18,1,12,0.444444,52.380955,60.809525,0.380952,0.857143,11.190476,0,-1,0,0,0,0,0,0,1277,301,235,5,4,9,5,2,2,1,1,0,0,3,3,8,5,2,2,3,1,4,0,0,5,0,1,0,0,0.539383,0.517986,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,1,0,a841aa475f35b827
chelo,76561198067763828,10,Team B,4,1,5,3,75,0.8,50.0,71.333336,0.666667,0.833333,3.333333,0,-1,0,0,0,0,0,0,428,49,20,2,4,2,1,2,1,2,1,1,1,1,2,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0.803459,0.886661,CSGO-u6bMR-DB7Qo-Aa4WY-hGUN7-RhoUE,4,0,b1546cb16ce4f919
cadiaN,76561198004115516,5,Team A,2,1,3,2,100,0.666667,83.333328,39.5,0.333333,0.5,2.833333,0,-1,0,0,0,0,0,0,237,28,17,2,4,2,1,2,0,1,0,0,0,2,3,2,1,2,1,0,0,1,0,0,2,0,0,0,0,0.834447,0.687425,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,3,0,b1546cb16ce4f919
yuurih,76561198164970560,10,Team B,4,1,5,3,75,0.8,66.666672,91.5,0.666667,0.833333,0.0,1,-1,0,0,0,0,0,0,549,79,0,2,4,2,1,2,0,1,0,0,0,2,3,2,1,2,0,0,1,1,0,0,2,1,0,0,0,0.989659,0.789983,CSGO-aM2Nb-em5Od-36HRV-nGHFY-5EWzE,4,0,b1546cb16ce4f919
KSCERATO,76561198058500492,8,Team B,2,1,5,0,0,0.4,50.0,37.5,0.333333,0.833333,0.0,0,-1,0,0,0,1,0,0,225,20,0,1,3,1,0,1,0,1,0,0,0,1,2,1,0,1,0,3,1,1,0,1,0,1,0,0,0,0.407081,0.511485,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,0,0,b1546cb16ce4f919
dev1ce,76561197987713664,12,Team A,6,1,3,3,50,2.0,100.0,85.166664,1.0,0.5,16.333334,0,-1,0,0,0,0,0,0,511,86,98,1,3,1,0,1,0,1,0,0,0,1,2,1,0,1,0,0,1,0,0,0,4,1,0,0,0,1.678471,1.3411,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,0,0,b1546cb16ce4f919
FalleN,76561197960690195,16,Team B,4,1,4,3,75,1.0,66.666672,74.166664,0.666667,0.666667,0.5,2,-1,0,0,0,2,0,0,445,23,3,2,4,2,1,2,0,1,0,0,0,2,3,2,1,2,0,1,1,0,0,0,1,0,1,0,0,1.023009,1.119646,CSGO-yiXm3-VRYV6-PSGrf-ZEyDc-7JNMB,1,0,b1546cb16ce4f919
jabbi,76561198120557348,13,Team A,6,1,4,2,33,1.5,66.666672,100.833336,1.0,0.666667,5.5,0,-1,0,0,0,0,0,0,605,123,33,2,4,2,1,2,0,1,0,0,0,2,3,2,1,2,0,0,1,1,0,0,1,1,1,0,0,1.396455,1.494822,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,1,0,b1546cb16ce4f919
Skullz,76561198118646644,11,Team B,4,2,5,2,50,0.8,66.666672,68.166664,0.666667,0.833333,2.166667,0,-1,0,0,0,0,0,0,409,80,13,2,4,2,1,2,0,1,0,0,0,2,3,2,1,2,1,0,0,2,0,0,2,1,0,0,0,0.931597,0.789983,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,4,0,b1546cb16ce4f919
Staehr,76561198005107817,12,Team A,5,2,4,4,80,1.25,83.333328,86.833336,0.833333,0.666667,0.0,2,-1,0,0,0,0,0,0,521,102,0,1,3,1,0,1,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,2,0,0,0,1.345869,1.162219,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,4,0,b1546cb16ce4f919
stavn,76561198022365638,11,Team A,5,3,4,4,80,1.25,100.0,95.0,0.833333,0.666667,16.0,1,-1,0,0,0,0,0,0,570,104,96,1,3,1,0,1,0,1,0,0,0,1,2,1,0,1,3,1,0,0,0,0,3,1,0,0,0,1.510273,1.065541,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,2,0,b1546cb16ce4f919
cadiaN,76561198004115516,32,Astralis,5,0,10,2,40,0.5,61.111111,35.444443,0.277778,0.555556,5.666667,5,-1,0,0,0,4,0,0,638,94,102,1,4,7,6,2,0,0,0,0,0,1,4,7,6,2,1,3,0,2,0,0,2,0,1,0,0,0.565019,0.692249,CSGO-jaLLt-fVhJi-nd92x-VGVfs-8HSuK,3,0,7e2a3723b325ac32
yuurih,76561198164970560,37,FURIA,9,4,10,7,77,0.9,66.666672,59.944443,0.5,0.555556,3.888889,2,-1,0,0,0,1,0,0,1079,180,70,1,4,7,6,2,0,0,0,0,0,1,4,7,6,2,2,1,1,0,0,0,9,0,0,0,0,0.898188,0.781238,CSGO-aM2Nb-em5Od-36HRV-nGHFY-5EWzE,4,0,7e2a3723b325ac32
dev1ce,76561197987713664,36,Astralis,8,4,9,3,37,0.888889,72.222221,41.555557,0.444444,0.5,0.5,0,-1,0,0,0,1,0,0,748,86,9,5,8,11,10,6,0,0,0,0,0,5,8,11,10,6,0,1,4,0,0,0,1,2,1,0,0,0.861486,0.941387,CSGO-h2u9J-MU5aJ-Y3YVY-eQnXT-Xh5BO,0,0,7e2a3723b325ac32
jabbi,76561198120557348,42,Astralis,12,3,12,7,58,1.0,77.777779,62.722221,0.666667,0.666667,4.0,2,-1,0,0,0,1,0,0,1129,215,72,1,4,7,6,2,0,0,0,0,0,1,4,7,6,2,3,2,1,5,0,1,3,3,1,0,0,1.067498,1.022969,CSGO-GSWzE-peNw8-Z3WFj-RBQbv-LiyHL,1,0,7e2a3723b325ac32
FalleN,76561197960690195,45,FURIA,12,2,9,4,33,1.333333,94.444443,53.666668,0.666667,0.5,2.666667,5,-1,0,0,0,0,0,0,966,76,48,3,6,9,8,4,0,0,0,0,0,3,6,9,8,4,2,1,1,2,0,1,6,3,0,0,0,1.243469,1.062601,CSGO-yiXm3-VRYV6-PSGrf-ZEyDc-7JNMB,1,0,7e2a3723b325ac32
KSCERATO,76561198058500492,35,FURIA,10,2,10,6,60,1.0,83.333328,73.888885,0.555556,0.555556,3.277778,3,-1,0,0,0,1,0,0,1330,173,59,2,5,8,7,3,0,0,0,0,0,2,5,8,7,3,1,3,3,1,0,1,8,1,0,0,0,1.101426,0.85988,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,0,0,7e2a3723b325ac32
Skullz,76561198118646644,42,FURIA,10,4,12,4,40,0.833333,72.222221,67.388885,0.555556,0.666667,0.666667,1,-1,0,0,0,1,1,0,1213,181,12,1,4,7,6,2,0,0,0,0,0,1,4,7,6,2,3,0,1,3,0,0,6,2,0,0,0,0.951373,0.801234,CSGO-ySLmr-MRRob-xAdOd-Ekkkf-JkA6Q,4,0,7e2a3723b325ac32
Staehr,76561198005107817,36,Astralis,7,5,11,4,57,0.636364,77.777779,55.0,0.388889,0.611111,6.388889,4,-1,0,0,0,1,0,0,990,159,115,0,3,6,5,1,0,0,0,0,0,0,3,6,5,1,0,4,3,4,0,1,3,1,1,0,0,0.843369,0.787985,CSGO-X3rjh-2SDus-m5Z4C-Swu3r-QQSFE,4,0,7e2a3723b325ac32
chelo,76561198067763828,45,FURIA,13,6,10,7,53,1.3,83.333328,84.944443,0.722222,0.555556,2.833333,0,-1,0,0,0,0,0,0,1529,246,51,0,3,6,5,1,0,0,0,0,0,0,3,6,5,1,3,2,1,1,0,0,9,2,0,0,0,1.302999,1.031355,CSGO-u6bMR-DB7Qo-Aa4WY-hGUN7-RhoUE,4,0,7e2a3723b325ac32
stavn,76561198022365638,53,Astralis,18,4,13,6,33,1.384615,88.888893,112.777779,1.0,0.722222,5.388889,2,-1,0,0,0,1,0,0,2030,419,97,1,4,7,6,2,0,0,0,0,0,1,4,7,6,2,3,1,7,5,0,1,7,4,1,0,0,1.572828,1.288257,CSGO-WnQHE-BTaKA-wHs7v-KR8QX-o2OtQ,2,0,7e2a3723b325ac32
Lucky,76561198031890115,22,Team B,5,6,10,3,60,0.5,82.352943,49.882355,0.294118,0.588235,9.058824,1,-1,0,0,0,1,1,0,848,182,154,3,6,7,6,3,1,0,0,0,0,2,6,7,6,3,0,1,2,4,0,1,3,1,0,0,0,0.798155,0.616618,CSGO-qW2GL-L2XNG-9NYj9-5sq8G-HzQRO,4,0,7a873ef2dfe2748b
Djoko,76561198047876970,40,Team B,15,3,11,5,33,1.363636,82.352943,72.352943,0.882353,0.647059,7.470588,2,-1,0,0,0,1,1,0,1230,222,127,1,4,5,4,1,1,0,0,0,0,0,4,5,4,1,4,2,5,5,0,0,9,1,0,1,0,1.329566,1.264706,CSGO-4utRN-hXeik-nKyMt-r6boU-JK5mA,3,0,7a873ef2dfe2748b
Wicadia,76561198812513923,39,Team A,16,5,13,8,50,1.230769,64.705887,108.470589,0.941176,0.764706,3.588235,3,-1,0,0,0,1,0,0,1844,257,61,4,7,8,7,4,1,0,0,0,0,3,7,8,7,4,2,0,7,1,0,0,5,4,1,0,0,1.316189,1.217635,CSGO-BHQFQ-kDP63-P6scP-S9MQs-a4GSQ,1,0,7a873ef2dfe2748b
Ex3rcice,76561198168198200,55,Team B,20,5,12,15,75,1.666667,82.352943,122.176468,1.176471,0.705882,3.176471,3,-1,0,0,0,2,0,0,2077,245,54,1,4,5,4,1,1,0,0,0,0,0,4,5,4,1,2,0,4,2,0,0,6,3,1,0,1,1.723592,1.769423,CSGO-devRb-9pCzO-LYfex-5qBEp-8t8rN,2,0,7a873ef2dfe2748b
jottAAA,76561198410750263,28,Team A,11,5,13,6,54,0.846154,70.588234,63.470589,0.647059,0.764706,0.058824,0,-1,0,0,0,0,0,0,1079,230,1,3,6,7,6,3,1,0,0,0,0,2,6,7,6,3,1,3,4,2,0,0,9,1,0,0,0,0.960914,0.767172,CSGO-wpHzm-v4Si2-CHLPk-mNqCN-5tbJD,4,0,7a873ef2dfe2748b
XANTARES,76561198044118796,23,Team A,10,3,11,6,60,0.909091,76.470589,65.352943,0.588235,0.647059,6.647059,0,-1,0,0,0,0,0,0,1111,241,113,3,6,7,6,3,1,0,0,0,0,2,6,7,6,3,1,1,3,3,0,0,6,2,0,0,0,1.010009,0.848365,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,3,0,7a873ef2dfe2748b
Maka,76561198045739761,30,Team B,8,7,9,5,62,0.888889,88.235298,56.588234,0.470588,0.529412,11.823529,4,-1,0,0,0,2,0,0,962,174,201,1,4,5,4,1,1,0,0,0,0,0,4,5,4,1,2,2,2,5,0,0,3,1,1,0,0,1.052292,0.914532,CSGO-xfQQd-jXO7k-foTeB-imhRy-8bBAA,3,0,7a873ef2dfe2748b
woxic,76561198083485506,21,Team A,9,2,15,4,44,0.6,76.470589,60.64706,0.529412,0.882353,0.823529,0,-1,0,0,0,0,0,0,1031,83,14,3,6,7,6,3,1,0,0,0,0,2,6,7,6,3,3,4,0,7,0,2,5,2,0,0,0,0.812858,0.606782,CSGO-hVyt6-6w7hL-hQyc6-xReeD-3sNkO,0,0,7a873ef2dfe2748b
MAJ3R,76561197967432889,17,Team A,5,3,11,3,60,0.454545,76.470589,38.705883,0.294118,0.647059,7.176471,1,-1,0,0,0,2,0,0,658,161,122,3,6,7,6,3,1,0,0,0,0,2,6,7,6,3,0,2,1,5,0,2,3,1,0,0,0,0.670522,0.568509,CSGO-dB2kZ-vRqYD-jr9OB-hqiVw-HvD7K,2,0,7a873ef2dfe2748b
Graviti,76561198179538505,44,Team B,15,3,9,12,80,1.666667,82.352943,89.705879,0.882353,0.529412,1.529412,3,-1,0,0,0,3,0,0,1525,225,26,3,6,7,6,3,2,1,1,1,1,1,5,6,5,2,2,2,4,3,0,1,6,3,1,0,0,1.44779,1.326802,CSGO-JULWA-cxmTk-JT7uE-FTVT4-V78WB,0,0,7a873ef2dfe2748b
jottAAA,76561198410750263,78,Team B,30,9,15,13,43,2.0,75.862068,107.689651,1.034483,0.517241,4.724138,6,-1,0,0,0,3,0,0,3123,476,137,9,9,12,11,8,3,3,1,1,1,6,6,11,10,7,2,2,3,3,0,1,9,6,3,0,0,1.609269,1.559164,CSGO-wpHzm-v4Si2-CHLPk-mNqCN-5tbJD,4,0,6c679391a6dbcf2f
Wicadia,76561198812513923,38,Team B,12,10,18,6,50,0.666667,75.862068,55.620689,0.413793,0.62069,14.517241,3,-1,0,0,0,2,1,0,1613,439,421,6,6,9,8,5,2,2,0,0,0,4,4,9,8,5,2,1,5,3,0,0,5,2,1,0,0,0.854471,0.755953,CSGO-BHQFQ-kDP63-P6scP-S9MQs-a4GSQ,2,0,6c679391a6dbcf2f
Djoko,76561198047876970,46,Team A,18,7,22,11,61,0.818182,72.413788,75.655174,0.62069,0.758621,12.689655,3,-1,0,0,0,0,0,0,2194,346,368,5,5,8,7,4,2,2,0,0,0,3,3,8,7,4,6,5,2,8,0,4,11,2,1,0,0,0.988428,0.816007,CSGO-4utRN-hXeik-nKyMt-r6boU-JK5mA,3,0,6c679391a6dbcf2f
Ex3rcice,76561198168198200,42,Team A,17,7,20,9,52,0.85,79.310349,68.896553,0.586207,0.689655,12.24138,2,-1,0,0,0,0,0,0,1998,361,355,8,8,11,10,7,2,2,0,0,0,6,6,11,10,7,4,1,3,5,0,0,11,3,0,0,0,1.024092,0.803596,CSGO-devRb-9pCzO-LYfex-5qBEp-8t8rN,2,0,6c679391a6dbcf2f
Maka,76561198045739761,61,Team A,23,4,18,6,26,1.277778,65.517242,82.103447,0.793103,0.62069,10.24138,3,-1,0,0,0,4,0,0,2381,202,297,13,13,16,15,12,3,3,1,1,1,10,10,15,14,11,2,1,7,2,0,0,6,4,3,0,0,1.170938,1.232883,CSGO-xfQQd-jXO7k-foTeB-imhRy-8bBAA,3,0,6c679391a6dbcf2f
woxic,76561198083485506,53,Team B,22,1,12,4,18,1.833333,82.758621,64.206894,0.758621,0.413793,2.586207,2,-1,0,0,0,2,0,0,1862,124,75,10,10,13,12,9,2,2,0,0,0,8,8,13,12,9,1,2,2,1,0,0,8,7,0,0,0,1.309676,1.253271,CSGO-hVyt6-6w7hL-hQyc6-xReeD-3sNkO,0,0,6c679391a6dbcf2f
XANTARES,76561198044118796,46,Team B,20,5,23,15,75,0.869565,68.965515,75.379311,0.689655,0.793103,3.758621,3,-1,0,0,0,0,0,0,2186,378,109,6,6,9,8,5,2,2,0,0,0,4,4,9,8,5,7,6,3,6,0,2,9,4,1,0,0,0.996736,0.88543,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,3,0,6c679391a6dbcf2f
Graviti,76561198179538505,37,Team A,11,5,19,7,63,0.578947,68.965515,41.172413,0.37931,0.655172,0.689655,2,-1,0,0,0,2,0,0,1194,288,20,10,10,13,12,9,3,3,1,1,1,7,7,12,11,8,2,6,5,2,0,2,9,1,0,0,0,0.692535,0.618933,CSGO-JULWA-cxmTk-JT7uE-FTVT4-V78WB,4,0,6c679391a6dbcf2f
Lucky,76561198031890115,52,Team A,16,6,20,8,50,0.8,65.517242,67.172417,0.551724,0.689655,7.551724,3,-1,0,0,0,3,1,0,1948,334,219,7,7,10,9,6,3,3,1,1,1,4,4,9,8,5,2,0,3,5,0,0,9,2,1,0,0,0.884645,0.814791,CSGO-qW2GL-L2XNG-9NYj9-5sq8G-HzQRO,0,0,6c679391a6dbcf2f
MAJ3R,76561197967432889,43,Team B,15,11,17,6,40,0.882353,79.310349,65.482758,0.517241,0.586207,6.758621,2,-1,0,0,0,1,0,0,1899,325,196,5,5,8,7,4,2,2,0,0,0,3,3,8,7,4,1,5,2,3,0,1,11,2,0,0,0,1.022428,0.810579,CSGO-sueKV-WM8YR-HZ9MS-N7k4K-8MeFO,1,0,6c679391a6dbcf2f
XANTARES,76561198044118796,46,Team B,19,5,15,8,42,1.266667,52.173912,86.130432,0.826087,0.652174,13.26087,4,-1,0,0,0,0,1,0,1981,229,305,3,5,6,4,4,3,0,0,0,0,0,5,6,4,4,3,2,4,0,0,0,3,5,2,0,0,1.106066,1.252084,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,2,0,59915953161c3f2c
MAJ3R,76561197967432889,44,Team B,14,5,14,7,50,1.0,78.260872,67.0,0.608696,0.608696,4.26087,2,-1,0,0,0,2,0,0,1541,225,98,5,7,8,6,6,3,0,0,0,0,2,7,8,6,6,3,2,1,4,0,1,10,2,0,0,0,1.070554,0.879032,CSGO-dB2kZ-vRqYD-jr9OB-hqiVw-HvD7K,0,0,59915953161c3f2c
jottAAA,76561198410750263,48,Team B,16,2,15,8,50,1.066667,78.260872,55.608696,0.695652,0.652174,2.173913,3,-1,0,0,0,3,0,0,1279,191,50,4,6,7,5,5,3,0,0,0,0,1,6,7,5,5,2,2,4,8,0,1,8,4,0,0,0,1.073097,0.966566,CSGO-wpHzm-v4Si2-CHLPk-mNqCN-5tbJD,1,0,59915953161c3f2c
